sample_id,domain,complexity,condition,l0_norm,l2_norm,reconstruction_error,gini_coefficient,total_energy,run_id
temp_067,temporal,4,hallucination,164,59.0687255859375,93.41938781738281,0.28181429761756616,601.8102689981461,20251228_210046
temp_068,temporal,3,fact,280,68.8939437866211,91.79685974121094,0.24593188541534494,971.4994840621948,20251228_210046
temp_068,temporal,3,hallucination,186,57.08817672729492,94.36734008789062,0.25009810718896475,669.8512666225433,20251228_210046
temp_069,temporal,3,fact,174,66.27206420898438,88.02828979492188,0.2981032660613776,661.6742058992386,20251228_210046
temp_069,temporal,3,hallucination,212,73.57640838623047,95.38066101074219,0.2908525847624317,833.776672244072,20251228_210046
temp_070,temporal,2,fact,606,125.756103515625,132.8546905517578,0.2726317611844158,2521.610231757164,20251228_210046
temp_070,temporal,2,hallucination,396,100.17729187011719,125.30542755126953,0.27693388919443684,1591.8161486387253,20251228_210046
temp_071,temporal,4,fact,141,54.33421325683594,86.80175018310547,0.28172626645393395,527.4704697132111,20251228_210046
temp_071,temporal,4,hallucination,146,57.65873336791992,85.44493865966797,0.2965599593451955,553.2025573253632,20251228_210046
temp_072,temporal,2,fact,546,121.26627349853516,134.3874969482422,0.27880085360812923,2245.0810898542404,20251228_210046
temp_072,temporal,2,hallucination,541,118.02203369140625,128.89328002929688,0.26886035290757593,2221.6023503541946,20251228_210046
temp_073,temporal,3,fact,192,66.20167541503906,86.72848510742188,0.28241188950538887,728.5183035135269,20251228_210046
temp_073,temporal,3,hallucination,183,61.63731002807617,84.23249816894531,0.2914496601164993,651.3041106462479,20251228_210046
temp_074,temporal,2,fact,723,121.30015563964844,130.60086059570312,0.24387214118142286,2850.745461821556,20251228_210046
temp_074,temporal,2,hallucination,730,123.01335144042969,131.56765747070312,0.24441353434963453,2894.330906152725,20251228_210046
temp_075,temporal,4,fact,149,61.67855453491211,80.75391387939453,0.2999876210852188,584.4714577198029,20251228_210046
temp_075,temporal,4,hallucination,165,57.317955017089844,88.62879180908203,0.27176117429083724,597.4307745695114,20251228_210046
temp_076,temporal,3,fact,215,58.91566848754883,85.90674591064453,0.23780671600926895,734.8319498300552,20251228_210046
temp_076,temporal,3,hallucination,226,61.10753631591797,87.54464721679688,0.24365594155714465,769.125596165657,20251228_210046
temp_077,temporal,3,fact,176,62.59195327758789,94.86328125,0.2852602912724449,646.5860896110535,20251228_210046
temp_077,temporal,3,hallucination,217,68.21065521240234,92.76161193847656,0.2720887711399691,778.8320627212524,20251228_210046
temp_078,temporal,2,fact,582,115.0383071899414,125.3191146850586,0.26216847952954003,2329.908551931381,20251228_210046
temp_078,temporal,2,hallucination,463,104.83142852783203,123.03636932373047,0.26288123476956504,1848.181673169136,20251228_210046
temp_079,temporal,4,fact,165,58.47551727294922,80.8849105834961,0.2894760250859123,594.9353357553482,20251228_210046
temp_079,temporal,4,hallucination,152,57.669029235839844,83.43447875976562,0.292821297666922,565.237470626831,20251228_210046
temp_080,temporal,2,fact,600,121.29093170166016,132.18301391601562,0.2693373196060478,2468.234155058861,20251228_210046
temp_080,temporal,2,hallucination,593,125.12643432617188,136.734130859375,0.27571922417884065,2482.3917137384415,20251228_210046
temp_081,temporal,3,fact,208,72.48470306396484,89.57889556884766,0.3019847100574333,771.2839574813843,20251228_210046
temp_081,temporal,3,hallucination,160,67.2232437133789,84.08911895751953,0.3195943346134613,608.5877583026886,20251228_210046
temp_082,temporal,2,fact,562,102.35308837890625,113.06739807128906,0.2438654110081142,2094.660351872444,20251228_210046
temp_082,temporal,2,hallucination,572,103.71197509765625,113.61792755126953,0.24154512540548745,2155.792471885681,20251228_210046
temp_083,temporal,4,fact,180,61.50756072998047,94.44540405273438,0.28293023792213323,656.9760050773621,20251228_210046
temp_083,temporal,4,hallucination,175,61.33820343017578,92.63126373291016,0.28425920280592876,661.0899485349655,20251228_210046
temp_084,temporal,3,fact,295,76.5301284790039,108.521240234375,0.25512977443994656,1068.2068915367126,20251228_210046
temp_084,temporal,3,hallucination,293,75.58745574951172,105.59529113769531,0.2538151621386635,1055.60391664505,20251228_210046
temp_085,temporal,3,fact,155,61.13669204711914,91.9994888305664,0.30145246645978196,592.8810515403748,20251228_210046
temp_085,temporal,3,hallucination,123,54.50428771972656,97.405029296875,0.3139758292662107,443.2807071208954,20251228_210046
temp_086,temporal,2,fact,705,156.08641052246094,149.72451782226562,0.2960473174028877,3107.1277117729187,20251228_210046
temp_086,temporal,2,hallucination,680,150.2100830078125,144.72776794433594,0.2926526145267083,2953.7420567274094,20251228_210046
temp_087,temporal,4,fact,170,54.180076599121094,80.70001983642578,0.25810303552716496,591.8815279006958,20251228_210046
temp_087,temporal,4,hallucination,131,49.72962951660156,87.29114532470703,0.2702124146423035,465.6635819673538,20251228_210046
temp_088,temporal,2,fact,640,120.45051574707031,123.94998168945312,0.2582832713282579,2582.8884459733963,20251228_210046
temp_088,temporal,2,hallucination,688,126.40135192871094,128.16439819335938,0.2530171019547198,2841.510571718216,20251228_210046
temp_089,temporal,3,fact,170,54.92159652709961,85.91304016113281,0.26007949633486604,586.1528375148773,20251228_210046
temp_089,temporal,3,hallucination,267,69.31267547607422,88.93208312988281,0.24630042190566637,925.895769238472,20251228_210046
temp_090,temporal,2,fact,588,107.55973052978516,114.07675170898438,0.23426934641692299,2204.0992926359177,20251228_210046
temp_090,temporal,2,hallucination,634,111.85538482666016,115.06414031982422,0.24968999901223654,2363.356748700142,20251228_210046
temp_091,temporal,4,fact,170,62.794097900390625,80.92166137695312,0.2910397030574958,636.9320534467697,20251228_210046
temp_091,temporal,4,hallucination,114,55.813907623291016,88.3501205444336,0.3280947718179392,457.5016049146652,20251228_210046
temp_092,temporal,3,fact,192,59.417884826660156,95.14338684082031,0.25098026981344423,681.8431004285812,20251228_210046
temp_092,temporal,3,hallucination,193,64.27999114990234,89.2621841430664,0.2823029235612349,695.8604117631912,20251228_210046
temp_093,temporal,3,fact,177,61.415897369384766,85.67780303955078,0.2705752837291384,661.2965213060379,20251228_210046
temp_093,temporal,3,hallucination,185,63.357818603515625,92.98751068115234,0.26799010795205946,680.7090618610382,20251228_210046
temp_094,temporal,2,fact,660,113.53382873535156,129.64476013183594,0.24327477611368264,2585.3118929862976,20251228_210046
temp_094,temporal,2,hallucination,676,114.32553100585938,128.7251739501953,0.24511008064566275,2633.0995287895203,20251228_210046
temp_095,temporal,4,fact,806,134.84959411621094,138.14019775390625,0.25594925402934576,3193.280685901642,20251228_210046
temp_095,temporal,4,hallucination,733,123.4448471069336,133.7325439453125,0.25006413509400116,2868.1963136196136,20251228_210046
temp_096,temporal,2,fact,707,142.92442321777344,149.84597778320312,0.28188763888977597,3066.363536119461,20251228_210046
temp_096,temporal,2,hallucination,606,134.35475158691406,140.52162170410156,0.2906145881882627,2633.705886721611,20251228_210046
temp_097,temporal,3,fact,148,58.1087532043457,88.11531066894531,0.29779592620022766,538.6720526218414,20251228_210046
temp_097,temporal,3,hallucination,174,62.022544860839844,82.86644744873047,0.28719368482745633,654.6471527814865,20251228_210046
temp_098,temporal,2,fact,356,81.87337493896484,103.99878692626953,0.2497636609802789,1286.7604231834412,20251228_210046
temp_098,temporal,2,hallucination,379,83.84847259521484,103.91940307617188,0.24519181224987974,1380.7412625551224,20251228_210046
temp_099,temporal,4,fact,200,67.38616180419922,85.44561767578125,0.2644866734689093,703.6009930372238,20251228_210046
temp_099,temporal,4,hallucination,248,71.11628723144531,87.85005950927734,0.2699171178752222,902.4080188274384,20251228_210046
temp_100,temporal,3,fact,170,56.317291259765625,85.90873718261719,0.2610790319432408,594.0558459758759,20251228_210046
temp_100,temporal,3,hallucination,221,62.04710006713867,91.52845764160156,0.2505215081591583,772.4813554286957,20251228_210046
temp_101,temporal,3,fact,218,66.02046966552734,87.92375946044922,0.25665647345625087,777.4735187292099,20251228_210046
temp_101,temporal,3,hallucination,149,54.92253112792969,95.39381408691406,0.27320983138559507,552.7558281421661,20251228_210046
temp_102,temporal,2,fact,600,103.77225494384766,118.57462310791016,0.24222051742129214,2272.3223913908005,20251228_210046
temp_102,temporal,2,hallucination,567,100.78910064697266,117.32777404785156,0.24399424759001076,2143.301247358322,20251228_210046
temp_103,temporal,4,fact,194,64.32797241210938,84.79254913330078,0.27930411594457216,715.0576971769333,20251228_210046
temp_103,temporal,4,hallucination,132,54.62688064575195,92.49567413330078,0.30911602247816017,495.0183961391449,20251228_210046
temp_104,temporal,2,fact,355,79.62931823730469,116.5786361694336,0.24794422368510194,1298.3185184001923,20251228_210046
temp_104,temporal,2,hallucination,372,81.27684020996094,115.3406982421875,0.23618275727970395,1370.0992000102997,20251228_210046
temp_105,temporal,3,fact,209,61.61949157714844,86.79439544677734,0.2551736686114878,719.4876515865326,20251228_210046
temp_105,temporal,3,hallucination,161,60.63894271850586,81.70381927490234,0.2835634801383673,602.0397001504898,20251228_210046
temp_106,temporal,2,fact,683,125.70372009277344,126.25170135498047,0.27301868961290987,2784.9970685243607,20251228_210046
temp_106,temporal,2,hallucination,652,121.81746673583984,125.77057647705078,0.26632288200553655,2666.079474925995,20251228_210046
temp_107,temporal,4,fact,650,114.60870361328125,129.33248901367188,0.2601127488126562,2508.8613514900208,20251228_210046
temp_107,temporal,4,hallucination,571,110.111572265625,122.49462127685547,0.2611433758827122,2205.1425627470016,20251228_210046
temp_108,temporal,3,fact,245,67.49834442138672,93.35478973388672,0.25360880797735175,845.6182609796524,20251228_210046
temp_108,temporal,3,hallucination,199,62.63795471191406,95.56938171386719,0.262989743964291,696.9527099132538,20251228_210046
temp_109,temporal,3,fact,179,63.579376220703125,84.82086944580078,0.2804666526362716,627.2087585926056,20251228_210046
temp_109,temporal,3,hallucination,153,54.92285919189453,90.59439849853516,0.2717287250541409,553.2706863880157,20251228_210046
temp_110,temporal,2,fact,143,52.15141677856445,91.11386108398438,0.2677623678871217,520.5938373804092,20251228_210046
temp_110,temporal,2,hallucination,185,56.70698928833008,78.71707153320312,0.24194715196912409,642.7683035135269,20251228_210046
temp_111,temporal,4,fact,201,54.667964935302734,81.4792709350586,0.23398066203027867,670.5262291431427,20251228_210046
temp_111,temporal,4,hallucination,182,57.3714599609375,87.11941528320312,0.2589292507942915,642.9574097394943,20251228_210046
temp_112,temporal,2,fact,294,73.88693237304688,112.94633483886719,0.25389369199519085,1090.5158118009567,20251228_210046
temp_112,temporal,2,hallucination,370,80.18968200683594,113.81553649902344,0.24463314590378005,1351.5729650259018,20251228_210046
temp_113,temporal,3,fact,162,62.1242790222168,85.69097137451172,0.2878207697094042,608.7201411724091,20251228_210046
temp_113,temporal,3,hallucination,195,65.97715759277344,92.06749725341797,0.27130327908482554,718.7988374233246,20251228_210046
temp_114,temporal,2,fact,167,47.738304138183594,85.9948959350586,0.2270258140590169,543.6696026325226,20251228_210046
temp_114,temporal,2,hallucination,226,59.31755828857422,84.7662582397461,0.24445366804138025,773.9805551767349,20251228_210046
temp_115,temporal,4,fact,306,75.38523864746094,101.41448974609375,0.25149140133010817,1120.3975697755814,20251228_210046
temp_115,temporal,4,hallucination,282,66.35942077636719,102.20394897460938,0.2345267790141059,982.3925474882126,20251228_210046
temp_116,temporal,3,fact,160,53.70304870605469,93.66293334960938,0.2580384994750431,558.2688494920731,20251228_210046
temp_116,temporal,3,hallucination,195,57.04597091674805,92.37242889404297,0.2422644154844935,676.1658221483231,20251228_210046
temp_117,temporal,3,fact,173,55.81203079223633,86.09247589111328,0.25457249467702625,614.8505898714066,20251228_210046
temp_117,temporal,3,hallucination,166,58.523948669433594,83.37362670898438,0.288234033216733,598.4126515388489,20251228_210046
temp_118,temporal,2,fact,168,54.97150421142578,81.2099838256836,0.2525033722066974,603.6819376945496,20251228_210046
temp_118,temporal,2,hallucination,208,61.90342330932617,91.73246002197266,0.2661384369123443,731.1730899810791,20251228_210046
temp_119,temporal,4,fact,499,95.19110107421875,121.82817840576172,0.24145362478345245,1896.0634689331055,20251228_210046
temp_119,temporal,4,hallucination,442,88.47985076904297,116.65302276611328,0.23504703795898418,1654.3672872781754,20251228_210046
temp_120,temporal,2,fact,326,78.45130920410156,116.95991516113281,0.24676289113194394,1224.6615203619003,20251228_210046
temp_120,temporal,2,hallucination,368,85.42839813232422,117.56529235839844,0.247251709492047,1417.205706000328,20251228_210046
temp_121,temporal,3,fact,122,61.3307991027832,91.18087768554688,0.33117798857045777,498.3850028514862,20251228_210046
temp_121,temporal,3,hallucination,109,51.4393310546875,88.40189361572266,0.3099120489980929,429.9476008415222,20251228_210046
temp_122,temporal,2,fact,470,89.76702880859375,106.75872039794922,0.2261494263491317,1733.904669880867,20251228_210046
temp_122,temporal,2,hallucination,458,88.30207061767578,108.19214630126953,0.22767553444198896,1677.7185084819794,20251228_210046
temp_123,temporal,4,fact,351,72.17777252197266,107.76728057861328,0.21933114618917338,1210.1374533176422,20251228_210046
temp_123,temporal,4,hallucination,306,68.83967590332031,104.25907897949219,0.22377023321136424,1082.7439486980438,20251228_210046
temp_124,temporal,3,fact,223,59.25018310546875,94.54080963134766,0.24134895390186184,759.6580048799515,20251228_210046
temp_124,temporal,3,hallucination,190,59.1220817565918,100.80653381347656,0.2654111418034304,685.0891898870468,20251228_210046
temp_125,temporal,3,fact,183,62.9885368347168,89.4227066040039,0.284166608687056,659.3041237592697,20251228_210046
temp_125,temporal,3,hallucination,127,61.95158386230469,95.99512481689453,0.33117234656808026,504.3039845228195,20251228_210046
temp_126,temporal,2,fact,373,74.367431640625,98.378662109375,0.2140704748140203,1291.8370254039764,20251228_210046
temp_126,temporal,2,hallucination,381,75.01749420166016,99.10143280029297,0.2165514338109953,1314.3117991685867,20251228_210046
temp_127,temporal,4,fact,149,61.09577178955078,83.14656066894531,0.29998425873808987,570.3148193359375,20251228_210046
temp_127,temporal,4,hallucination,139,59.29372787475586,93.12403869628906,0.2991182247029742,520.8938479423523,20251228_210046
temp_128,temporal,2,fact,363,84.44490814208984,120.96965026855469,0.25888870297814326,1386.2898848056793,20251228_210046
temp_128,temporal,2,hallucination,449,94.8873291015625,121.92674255371094,0.25809880169865984,1726.3825424909592,20251228_210046
temp_129,temporal,3,fact,132,56.849876403808594,94.29876708984375,0.29841094714585714,488.6469227075577,20251228_210046
temp_129,temporal,3,hallucination,160,65.63270568847656,90.22695922851562,0.3043448559539774,592.5489236116409,20251228_210046
temp_130,temporal,2,fact,605,107.40818786621094,118.04550170898438,0.23496390628872987,2282.057428598404,20251228_210046
temp_130,temporal,2,hallucination,608,104.20706176757812,115.99285125732422,0.236855953765865,2234.046350121498,20251228_210046
temp_131,temporal,4,fact,263,74.59403228759766,87.91651916503906,0.27269509804351233,940.0815593004227,20251228_210046
temp_131,temporal,4,hallucination,243,70.99441528320312,88.05223846435547,0.27949840630473943,881.4658470153809,20251228_210046
temp_132,temporal,3,fact,252,63.49755096435547,89.14371490478516,0.235996160477995,857.2930688858032,20251228_210046
temp_132,temporal,3,hallucination,237,65.85761260986328,91.33477020263672,0.25413624485903696,839.8939777612686,20251228_210046
temp_133,temporal,3,fact,130,56.173187255859375,82.79137420654297,0.3003838066292652,492.8960134983063,20251228_210046
temp_133,temporal,3,hallucination,198,63.70802688598633,87.9893798828125,0.26466105799335193,704.9502376317978,20251228_210046
temp_134,temporal,2,fact,762,131.07080078125,130.8881378173828,0.2520989974421872,3010.2363265752792,20251228_210046
temp_134,temporal,2,hallucination,652,115.0986557006836,116.17697143554688,0.24810924599427486,2443.900908589363,20251228_210046
temp_135,temporal,4,fact,172,60.39836120605469,77.2919921875,0.28586231753401425,622.6901404857635,20251228_210046
temp_135,temporal,4,hallucination,148,54.2943229675293,87.97506713867188,0.2765681365412367,531.6666879653931,20251228_210046
temp_136,temporal,2,fact,286,74.76033020019531,116.36842346191406,0.25101969404535285,1088.4868224859238,20251228_210046
temp_136,temporal,2,hallucination,280,72.08743286132812,111.74517059326172,0.2448744364657114,1052.9489713907242,20251228_210046
temp_137,temporal,3,fact,157,59.57943344116211,85.67919158935547,0.28700401861324454,582.3454332351685,20251228_210046
temp_137,temporal,3,hallucination,159,58.34537124633789,81.33891296386719,0.28739634562003546,577.7910388708115,20251228_210046
temp_138,temporal,2,fact,824,134.67327880859375,134.8904571533203,0.24910168638314634,3230.569476246834,20251228_210046
temp_138,temporal,2,hallucination,934,150.7174835205078,156.1998748779297,0.2604936780591516,3888.758447289467,20251228_210046
temp_139,temporal,4,fact,245,71.39373016357422,92.51776885986328,0.26260597540701647,897.3070254325867,20251228_210046
temp_139,temporal,4,hallucination,192,67.66205596923828,95.70293426513672,0.2940575151697078,716.5374854803085,20251228_210046
temp_140,temporal,3,fact,224,64.70950317382812,87.37055206298828,0.24693243013767097,812.5026656389236,20251228_210046
temp_140,temporal,3,hallucination,196,56.276309967041016,96.40342712402344,0.24809476245139073,683.9442945718765,20251228_210046
temp_141,temporal,3,fact,186,62.27276611328125,89.33544158935547,0.27807736005722083,670.2461706399918,20251228_210046
temp_141,temporal,3,hallucination,139,55.894779205322266,88.11547088623047,0.29271323717110653,516.5996007919312,20251228_210046
temp_142,temporal,2,fact,816,128.16378784179688,138.4307098388672,0.2520721028262587,3258.692118167877,20251228_210046
temp_142,temporal,2,hallucination,948,139.80450439453125,148.53086853027344,0.2529395067624267,3828.4626628160477,20251228_210046
temp_143,temporal,4,fact,182,62.542449951171875,82.70885467529297,0.2782361832218134,656.9229006767273,20251228_210046
temp_143,temporal,4,hallucination,194,70.52082824707031,86.69292449951172,0.29374333211247494,725.0557041168213,20251228_210046
temp_144,temporal,2,fact,641,122.31932830810547,131.954833984375,0.2592911569083842,2567.2573589086533,20251228_210046
temp_144,temporal,2,hallucination,747,134.0628662109375,140.7593536376953,0.2631920998783368,3113.102466106415,20251228_210046
temp_145,temporal,3,fact,159,62.001808166503906,90.13362121582031,0.2923915385371896,612.9229028224945,20251228_210046
temp_145,temporal,3,hallucination,225,71.59687042236328,93.17777252197266,0.2788047537159437,848.8490550518036,20251228_210046
temp_146,temporal,2,fact,588,119.59785461425781,127.53916931152344,0.27140711595388023,2354.0565210580826,20251228_210046
temp_146,temporal,2,hallucination,578,118.9472427368164,127.22185516357422,0.26880279789280226,2337.2905061244965,20251228_210046
temp_147,temporal,4,fact,170,60.7003288269043,85.76058959960938,0.2832175106044972,611.1070865392685,20251228_210046
temp_147,temporal,4,hallucination,272,70.11256408691406,87.65376281738281,0.2410315926385036,959.4217170476913,20251228_210046
temp_148,temporal,3,fact,167,53.46527862548828,94.07550048828125,0.2632068165436632,587.1935346126556,20251228_210046
temp_148,temporal,3,hallucination,179,55.264244079589844,88.00372314453125,0.2562514901007895,620.5327385663986,20251228_210046
temp_149,temporal,3,fact,169,56.677066802978516,89.58173370361328,0.2738427587407346,619.414071559906,20251228_210046
temp_149,temporal,3,hallucination,178,58.81538772583008,84.73011779785156,0.2626439359800139,642.1769599914551,20251228_210046
temp_150,temporal,2,fact,493,114.97669219970703,119.80904388427734,0.27983450316280356,2006.7750149965286,20251228_210046
temp_150,temporal,2,hallucination,515,114.57998657226562,118.77249908447266,0.2693465160220072,2077.362936258316,20251228_210046
temp_151,temporal,4,fact,213,66.62804412841797,94.07794952392578,0.28280447746610227,782.3268305063248,20251228_210046
temp_151,temporal,4,hallucination,145,56.512943267822266,97.88216400146484,0.29701354500007104,536.7140852212906,20251228_210046
temp_152,temporal,2,fact,521,101.21006774902344,118.42668914794922,0.25070402520902846,1968.4442723989487,20251228_210046
temp_152,temporal,2,hallucination,501,99.52753448486328,118.69408416748047,0.25120223632202143,1891.4405666589737,20251228_210046
temp_153,temporal,3,fact,187,59.23937225341797,92.56529998779297,0.2625550091755142,663.3847254514694,20251228_210046
temp_153,temporal,3,hallucination,141,57.35738754272461,85.17439270019531,0.29961694447638787,524.717607498169,20251228_210046
temp_154,temporal,2,fact,1239,188.914794921875,225.92030334472656,0.27352298633049776,5728.238805890083,20251228_210046
temp_154,temporal,2,hallucination,1230,188.6360321044922,226.88648986816406,0.275358740102718,5680.076203584671,20251228_210046
temp_155,temporal,4,fact,178,60.742393493652344,87.072509765625,0.2710282282566787,661.4395761489868,20251228_210046
temp_155,temporal,4,hallucination,200,60.1182975769043,88.41122436523438,0.2549827662494839,720.3002219200134,20251228_210046
temp_156,temporal,3,fact,170,53.825443267822266,98.24231719970703,0.253622330459933,594.3658018112183,20251228_210046
temp_156,temporal,3,hallucination,137,52.906532287597656,89.08940887451172,0.28102706004583244,499.7620772123337,20251228_210046
temp_157,temporal,3,fact,176,56.08589172363281,90.0271987915039,0.25437755058288825,607.6481981277466,20251228_210046
temp_157,temporal,3,hallucination,228,63.88206481933594,94.46669006347656,0.24294650894802494,797.2946413755417,20251228_210046
temp_158,temporal,2,fact,570,116.22726440429688,129.30499267578125,0.26525657533519675,2279.5899131298065,20251228_210046
temp_158,temporal,2,hallucination,570,113.5802993774414,127.11451721191406,0.26527047035566986,2224.53515458107,20251228_210046
temp_159,temporal,4,fact,199,64.50658416748047,86.88423156738281,0.27285400248423786,730.9564243555069,20251228_210046
temp_159,temporal,4,hallucination,164,60.12467956542969,95.00032043457031,0.27194387988036306,614.8675472736359,20251228_210046
temp_160,temporal,2,fact,663,118.33214569091797,119.6112060546875,0.2444273663301828,2650.985363960266,20251228_210046
temp_160,temporal,2,hallucination,702,121.1821517944336,121.55762481689453,0.25336607732907535,2765.8045823574066,20251228_210046
temp_161,temporal,3,fact,176,57.980567932128906,91.8858642578125,0.27134140565647047,635.6289448738098,20251228_210046
temp_161,temporal,3,hallucination,124,57.87441635131836,86.95027923583984,0.3083327950367365,491.94969844818115,20251228_210046
temp_162,temporal,2,fact,936,136.53919982910156,142.5229949951172,0.24420444767337224,3703.492366552353,20251228_210046
temp_162,temporal,2,hallucination,1177,165.01734924316406,176.52597045898438,0.2569012722706734,5015.446663856506,20251228_210046
temp_163,temporal,4,fact,352,75.8343276977539,109.925537109375,0.23470093217399723,1257.3725187778473,20251228_210046
temp_163,temporal,4,hallucination,325,70.38883972167969,102.37594604492188,0.23352958935548696,1111.791216492653,20251228_210046
temp_164,temporal,3,fact,123,51.68964767456055,85.03889465332031,0.2907342438722864,448.13306748867035,20251228_210046
temp_164,temporal,3,hallucination,158,55.45431137084961,95.93565368652344,0.271201578526457,568.4739488363266,20251228_210046
temp_165,temporal,3,fact,156,57.29515838623047,89.4355697631836,0.28696449041243866,561.8678382635117,20251228_210046
temp_165,temporal,3,hallucination,181,61.65937423706055,91.51200866699219,0.28056832655643427,636.9659405946732,20251228_210046
temp_166,temporal,2,fact,1008,153.67164611816406,173.1107635498047,0.2585500246188035,4329.243453860283,20251228_210046
temp_166,temporal,2,hallucination,925,145.81011962890625,160.5135498046875,0.255357457987317,3956.7279443740845,20251228_210046
temp_167,temporal,4,fact,587,109.51383209228516,121.5436019897461,0.24940131298829527,2258.25616812706,20251228_210046
temp_167,temporal,4,hallucination,573,103.94702911376953,120.17015838623047,0.2348104519514731,2197.7432520389557,20251228_210046
temp_168,temporal,2,fact,643,125.16758728027344,133.81521606445312,0.2720002456865436,2672.6732600927353,20251228_210046
temp_168,temporal,2,hallucination,871,148.6751251220703,157.15457153320312,0.27047239057677475,3776.0239921808243,20251228_210046
temp_169,temporal,3,fact,204,67.42632293701172,91.63587188720703,0.2930888627184025,752.5432006120682,20251228_210046
temp_169,temporal,3,hallucination,170,64.09380340576172,89.3720932006836,0.3019423336321059,636.4202204942703,20251228_210046
temp_170,temporal,2,fact,510,102.25521087646484,117.18045806884766,0.2538430096439146,1930.3867498636246,20251228_210046
temp_170,temporal,2,hallucination,474,93.72058868408203,112.80441284179688,0.24940362047247455,1720.2504893541336,20251228_210046
temp_171,temporal,4,fact,223,64.21165466308594,103.61295318603516,0.25792200923760955,815.876244187355,20251228_210046
temp_171,temporal,4,hallucination,263,71.14776611328125,103.46601867675781,0.2589117157457823,987.1121035814285,20251228_210046
temp_172,temporal,3,fact,146,57.24109649658203,91.10676574707031,0.281623303034398,561.6045211553574,20251228_210046
temp_172,temporal,3,hallucination,186,55.45267868041992,96.2161636352539,0.24760946138130047,632.5478895902634,20251228_210046
temp_173,temporal,3,fact,140,58.89478302001953,82.16246795654297,0.31185743723236725,524.5018463134766,20251228_210046
temp_173,temporal,3,hallucination,218,71.02545928955078,85.50300598144531,0.28159018654266177,785.55925989151,20251228_210046
temp_174,temporal,2,fact,315,77.0998764038086,116.4178466796875,0.24453326776609363,1209.30422103405,20251228_210046
temp_174,temporal,2,hallucination,314,78.68263244628906,117.51068878173828,0.23991068411841665,1239.9373219013214,20251228_210046
temp_175,temporal,4,fact,219,63.54903793334961,87.79667663574219,0.2528012862700071,760.1579887866974,20251228_210046
temp_175,temporal,4,hallucination,249,67.41278839111328,88.31073760986328,0.26019516155242495,892.0550537109375,20251228_210046
temp_176,temporal,2,fact,1298,186.520263671875,219.6415252685547,0.2766015749297166,5841.264570236206,20251228_210046
temp_176,temporal,2,hallucination,1207,179.02420043945312,213.1605224609375,0.2764395622504976,5455.1126807928085,20251228_210046
temp_177,temporal,3,fact,194,63.535133361816406,84.75707244873047,0.2735504525571473,692.6539118289948,20251228_210046
temp_177,temporal,3,hallucination,155,60.11129379272461,78.1506118774414,0.306623282000412,562.5400903224945,20251228_210046
temp_178,temporal,2,fact,357,79.7801284790039,115.39598083496094,0.23853198232591222,1320.2684667110443,20251228_210046
temp_178,temporal,2,hallucination,501,95.49771118164062,120.07960510253906,0.24248727366764067,1869.1986396312714,20251228_210046
temp_179,temporal,4,fact,182,65.5047607421875,94.24679565429688,0.3022971800371732,701.3668646812439,20251228_210046
temp_179,temporal,4,hallucination,176,63.1798095703125,95.05670928955078,0.2934549669876949,654.1300424337387,20251228_210046
temp_180,temporal,3,fact,140,57.14101028442383,93.0478286743164,0.30875439384727477,532.7852506637573,20251228_210046
temp_180,temporal,3,hallucination,143,58.67789077758789,95.55203247070312,0.30127719023694266,548.0733721256256,20251228_210046
temp_181,temporal,3,fact,193,63.72062301635742,89.99728393554688,0.2681467069124823,693.1583617925644,20251228_210046
temp_181,temporal,3,hallucination,151,56.95844268798828,80.46265411376953,0.2817410976057255,546.0879632234573,20251228_210046
temp_182,temporal,2,fact,490,92.31666564941406,112.77767944335938,0.23876414294119908,1821.8658442497253,20251228_210046
temp_182,temporal,2,hallucination,429,86.0937271118164,111.8070297241211,0.2267777736995482,1595.3637313842773,20251228_210046
temp_183,temporal,4,fact,176,65.73812866210938,86.80205535888672,0.2893041091825215,652.9856328964233,20251228_210046
temp_183,temporal,4,hallucination,224,69.08271026611328,90.94446563720703,0.2734929523269731,824.4967070817947,20251228_210046
temp_184,temporal,2,fact,1477,211.75604248046875,241.44337463378906,0.27707327463432496,6999.956537604332,20251228_210046
temp_184,temporal,2,hallucination,1547,217.54156494140625,250.35433959960938,0.2802763738419134,7405.949680328369,20251228_210046
temp_185,temporal,3,fact,153,53.162757873535156,81.5496597290039,0.2673329442283894,537.4801580905914,20251228_210046
temp_185,temporal,3,hallucination,175,61.855247497558594,77.79350280761719,0.28391907798764726,622.9565773010254,20251228_210046
temp_186,temporal,2,fact,510,94.68187713623047,118.29645538330078,0.2317658293719962,1899.3005583286285,20251228_210046
temp_186,temporal,2,hallucination,506,94.20524597167969,118.62281799316406,0.23556320949612686,1883.6624324321747,20251228_210046
temp_187,temporal,4,fact,154,60.004085540771484,78.57245635986328,0.297790588078233,570.1718481779099,20251228_210046
temp_187,temporal,4,hallucination,156,56.537445068359375,91.12822723388672,0.26828555457799275,583.3833208084106,20251228_210046
temp_188,temporal,3,fact,184,58.56907272338867,85.74349975585938,0.26390413962840276,638.359477519989,20251228_210046
temp_188,temporal,3,hallucination,173,59.30332565307617,85.70697784423828,0.2704746880609379,628.1845947504044,20251228_210046
temp_189,temporal,3,fact,216,70.10851287841797,94.37545776367188,0.2811539529681275,798.2044560909271,20251228_210046
