sample_id,domain,complexity,condition,l0_norm,sphericity,elongation,shape_class,eigenvalue_entropy,dimensionality,misalignment_angle,lambda_1,lambda_2,lambda_3,run_id
temp_018,temporal,2,hallucination,1016,0.9029607772827148,0.9559372663497925,Spherical,6.515795,487.9745263943012,85.48393519151297,0.01085277833044529,0.009917443618178368,0.008848683908581734,20251228_220922
temp_019,temporal,4,fact,190,0.7500550150871277,0.8161755800247192,Triaxial,4.9856815,100.4824146560098,59.1961218764187,0.04608796536922455,0.030701156705617905,0.025928284972906113,20251228_220922
temp_019,temporal,4,hallucination,134,0.7231190800666809,0.8365505337715149,Triaxial,4.6257844,70.4604806901372,62.630897005029304,0.05873003974556923,0.04110027104616165,0.0307100061327219,20251228_220922
temp_020,temporal,3,fact,910,0.9467189311981201,0.9664753675460815,Spherical,6.4774613,510.4977859089681,84.36804194820866,0.0065832543186843395,0.00614925054833293,0.005900416988879442,20251228_220922
temp_020,temporal,3,hallucination,907,0.9433430433273315,0.962440550327301,Spherical,6.4702735,503.34060874465456,86.5421473871216,0.007232926320284605,0.006699800491333008,0.006436551921069622,20251228_220922
temp_021,temporal,3,fact,173,0.8049336075782776,0.9298187494277954,Triaxial,4.9274926,102.73632366705137,77.1577696050272,0.037989597767591476,0.03284439817070961,0.02461414411664009,20251228_220922
temp_021,temporal,3,hallucination,170,0.7504000663757324,0.9028030037879944,Triaxial,4.8864627,92.67129674668467,70.77250729943452,0.04619273170828819,0.03764953836798668,0.026011137291789055,20251228_220922
temp_022,temporal,2,fact,695,0.7989522814750671,0.9374514818191528,Triaxial,6.249015,404.7144642296444,76.34604500652834,0.0103144571185112,0.009064503014087677,0.006583973299711943,20251228_220922
temp_022,temporal,2,hallucination,694,0.859052836894989,0.942804753780365,Triaxial,6.2456446,402.2095384947609,76.53541908977206,0.010184814222157001,0.009053085930645466,0.007516105193644762,20251228_220922
temp_023,temporal,4,fact,546,0.7764051556587219,0.8387349843978882,Triaxial,6.0573163,341.67805253364077,73.35636075004103,0.013115725480020046,0.0092266034334898,0.007906225509941578,20251228_220922
temp_023,temporal,4,hallucination,523,0.8055528402328491,0.8577132821083069,Triaxial,6.011174,322.0620203390876,75.22566891451673,0.013716663233935833,0.010090966708958149,0.008900952525436878,20251228_220922
temp_024,temporal,2,fact,593,0.7151435017585754,0.8927288055419922,Triaxial,6.073565,314.30905426695585,68.872385788633,0.01887952722609043,0.01504631619900465,0.009655561298131943,20251228_220922
temp_024,temporal,2,hallucination,598,0.8579113483428955,0.9208775162696838,Triaxial,6.071043,310.0626991941502,70.20021876518149,0.018096333369612694,0.01534596923738718,0.01331911701709032,20251228_220922
temp_025,temporal,3,fact,140,0.7448984980583191,0.8309462070465088,Triaxial,4.7211876,82.38506869102949,65.36251502280524,0.0508999340236187,0.035144954919815063,0.028243036940693855,20251228_220922
temp_025,temporal,3,hallucination,121,0.8187695741653442,0.8571321368217468,Triaxial,4.563759,71.37731638078519,67.19854801123675,0.04945561662316322,0.036333825439214706,0.033154234290122986,20251228_220922
temp_026,temporal,2,fact,375,0.8321822285652161,0.9239224195480347,Triaxial,5.723835,250.34665511429964,79.12621422739934,0.015391971915960312,0.013139089569449425,0.010659360326826572,20251228_220922
temp_026,temporal,2,hallucination,370,0.8670550584793091,0.9603780508041382,Triaxial,5.714629,250.52596875588557,81.00607953281673,0.014456266537308693,0.013333390466868877,0.010867997072637081,20251228_220922
temp_027,temporal,4,fact,143,0.888913094997406,0.899425208568573,Triaxial,4.718325,81.74508581811325,69.2193054541839,0.042971424758434296,0.03476240858435631,0.03395457938313484,20251228_220922
temp_027,temporal,4,hallucination,159,0.8982107639312744,0.9684110283851624,Triaxial,4.8606596,98.78872095924615,69.5849004810404,0.03453783690929413,0.03239027038216591,0.027864525094628334,20251228_220922
temp_028,temporal,3,fact,728,0.7050912380218506,0.7883237600326538,Triaxial,6.28174,410.2907669544923,81.28025677435261,0.013514098711311817,0.008398395963013172,0.006718583405017853,20251228_220922
temp_028,temporal,3,hallucination,582,0.7022795081138611,0.7295672297477722,Triaxial,6.0990973,343.0228264435126,78.91636716477677,0.017336474731564522,0.00922765675932169,0.008550289086997509,20251228_220922
temp_029,temporal,3,fact,238,0.7433412671089172,0.8572819232940674,Triaxial,5.246768,138.05620034788924,66.67629561352119,0.03622815012931824,0.026625242084264755,0.020018089562654495,20251228_220922
temp_029,temporal,3,hallucination,143,0.8246567845344543,0.8948862552642822,Triaxial,4.723517,81.03643810195736,69.21506412516796,0.04742591083049774,0.03797968477010727,0.03225240856409073,20251228_220922
temp_030,temporal,2,fact,300,0.8262726664543152,0.9111887216567993,Triaxial,5.527538,210.33610122973553,76.55796799728942,0.017661435529589653,0.014663669280707836,0.012057931162416935,20251228_220922
temp_030,temporal,2,hallucination,320,0.7812898755073547,0.8693466782569885,Triaxial,5.586354,221.6995585329804,75.11008373638418,0.017685525119304657,0.013366076163947582,0.010795488953590393,20251228_220922
temp_031,temporal,4,fact,213,0.7756816148757935,0.8967159986495972,Triaxial,5.076765,106.03316246050633,84.66034283516873,0.043398384004831314,0.034896623343229294,0.02611202374100685,20251228_220922
temp_031,temporal,4,hallucination,137,0.7302864789962769,0.9128008484840393,Triaxial,4.659093,73.29263200183162,67.31340302409592,0.05317099392414093,0.044302359223365784,0.028357066214084625,20251228_220922
temp_032,temporal,3,fact,236,0.829010546207428,0.9589326977729797,Triaxial,5.271632,151.08495161084338,68.6672246686582,0.02774479053914547,0.025512775406241417,0.019067838788032532,20251228_220922
temp_032,temporal,3,hallucination,250,0.7148033380508423,0.7622588276863098,Triaxial,5.328767,161.6967254190471,69.83453710899971,0.030223079025745392,0.017560774460434914,0.015442294999957085,20251228_220922
temp_033,temporal,3,fact,172,0.7368108034133911,0.8854838609695435,Triaxial,4.8905473,89.73206685213482,63.29521364658907,0.051343970000743866,0.04025786742568016,0.027874134480953217,20251228_220922
temp_033,temporal,3,hallucination,194,0.7608187198638916,0.890403151512146,Triaxial,5.035615,113.04664757275985,72.87562989086457,0.03843497112393379,0.030471932142972946,0.02224789559841156,20251228_220922
temp_034,temporal,2,fact,724,0.7480393648147583,0.8812997937202454,Triaxial,6.270843,396.6583696216903,82.31862404359556,0.014430372975766659,0.011207915842533112,0.008074700832366943,20251228_220922
temp_034,temporal,2,hallucination,1091,0.7189159989356995,0.9329195022583008,Triaxial,6.576085,518.914163652531,86.71206557078818,0.011273037642240524,0.009811362251639366,0.005826358683407307,20251228_220922
temp_035,temporal,4,fact,125,0.8518945574760437,0.9349291324615479,Triaxial,4.573902,71.40679980412402,77.78861228888428,0.04632917419075966,0.04049598425626755,0.03362221270799637,20251228_220922
temp_035,temporal,4,hallucination,141,0.8395201563835144,0.9053958058357239,Triaxial,4.700873,80.30573451176015,73.62858529363263,0.044980768114328384,0.03687260299921036,0.031702179461717606,20251228_220922
temp_036,temporal,2,fact,651,0.6252169609069824,0.7947218418121338,Triaxial,6.1769,357.2946401364584,78.1140309060994,0.018248792737722397,0.011525622569024563,0.007133384235203266,20251228_220922
temp_036,temporal,2,hallucination,662,0.7634857296943665,0.8482279777526855,Triaxial,6.1900835,371.89118145690526,81.25171836423331,0.014567353762686253,0.010481075383722782,0.008491462096571922,20251228_220922
temp_037,temporal,3,fact,148,0.6545121669769287,0.6878430843353271,Triaxial,4.7650733,80.61994749516745,56.49441074541075,0.06254161894321442,0.029590198770165443,0.026791969314217567,20251228_220922
temp_037,temporal,3,hallucination,155,0.6811867356300354,0.8348280787467957,Triaxial,4.8362093,93.98195796322182,65.42611512479817,0.0465666763484478,0.03245408460497856,0.021607656031847,20251228_220922
temp_038,temporal,2,fact,375,0.75240159034729,0.9438207745552063,Triaxial,5.7191267,243.75024686347444,76.48657190029466,0.018535729497671127,0.0165115837007761,0.010493227280676365,20251228_220922
temp_038,temporal,2,hallucination,386,0.7638727426528931,0.9290401935577393,Triaxial,5.7433057,249.18832277299902,75.2717220356328,0.018264412879943848,0.015764299780130386,0.010657312348484993,20251228_220922
temp_039,temporal,4,fact,239,0.7825723886489868,0.9413599967956543,Triaxial,5.2317142,133.31469313190706,58.10747281161805,0.03418364003300667,0.030292127281427383,0.020934727042913437,20251228_220922
temp_039,temporal,4,hallucination,181,0.967311680316925,0.9816279411315918,Spherical,4.987278,111.50123491319702,83.5930584858366,0.030599938705563545,0.029485901817679405,0.028632115572690964,20251228_220922
temp_040,temporal,3,fact,909,0.9038947224617004,0.9129575490951538,Spherical,6.466377,497.1323649839208,72.31163153769444,0.007929157465696335,0.006608885712921619,0.006478324998170137,20251228_220922
temp_040,temporal,3,hallucination,784,0.8962908983230591,0.9325962066650391,Triaxial,6.361818,455.41207491168126,72.46845579360327,0.008787399157881737,0.007642714306712151,0.007059245370328426,20251228_220922
temp_041,temporal,3,fact,161,0.8495181798934937,0.9283176064491272,Triaxial,4.811511,85.14074064728703,71.60002299078037,0.04585777968168259,0.039519019424915314,0.03309469297528267,20251228_220922
temp_041,temporal,3,hallucination,212,0.961167573928833,0.986424446105957,Spherical,5.163157,138.75636995107374,72.89338977331467,0.02347312867641449,0.02284013293683529,0.021685486659407616,20251228_220922
temp_042,temporal,2,fact,629,0.8461077809333801,0.9721376299858093,Triaxial,6.168272,378.9357442172725,89.49297482466174,0.009811868891119957,0.009272722527384758,0.007024301216006279,20251228_220922
temp_042,temporal,2,hallucination,669,0.9211603403091431,0.9472708702087402,Spherical,6.2192683,396.0142067477805,79.90173977310845,0.009543879888951778,0.0085639338940382,0.008098328486084938,20251228_220922
temp_043,temporal,4,fact,173,0.9060446619987488,0.9569208025932312,Spherical,4.9177117,98.55841717733756,82.74443776169949,0.03872870281338692,0.03546376898884773,0.03179304674267769,20251228_220922
temp_043,temporal,4,hallucination,171,0.7730384469032288,0.8546267747879028,Triaxial,4.911089,99.15101473098959,68.41724244005351,0.04305703938007355,0.03144829720258713,0.02573038823902607,20251228_220922
temp_044,temporal,3,fact,240,0.7551341652870178,0.8860577940940857,Triaxial,5.270429,148.58932460182095,72.59718388314847,0.029790684580802917,0.023388614878058434,0.016987469047307968,20251228_220922
temp_044,temporal,3,hallucination,212,0.7004095315933228,0.8427454829216003,Triaxial,5.126282,118.90737659121575,59.42879969545958,0.04249187931418419,0.030178584158420563,0.02084539271891117,20251228_220922
temp_045,temporal,3,fact,190,0.7642839550971985,0.9416266083717346,Triaxial,4.9736514,97.67586217942694,68.13895326115426,0.04340309277176857,0.038483813405036926,0.025353046134114265,20251228_220922
temp_045,temporal,3,hallucination,235,0.7549426555633545,0.8058388829231262,Triaxial,5.2381296,138.095729294612,69.1656381344798,0.03639703243970871,0.023635370656847954,0.020744068548083305,20251228_220922
temp_046,temporal,2,fact,553,0.6594849824905396,0.8028159737586975,Triaxial,5.992479,265.70113238274973,74.10146235599815,0.027425266802310944,0.01767595298588276,0.01192780863493681,20251228_220922
temp_046,temporal,2,hallucination,552,0.6790787577629089,0.814831018447876,Triaxial,5.983491,259.90035977769486,74.38387347608736,0.027717214077711105,0.018402833491563797,0.012781736440956593,20251228_220922
temp_047,temporal,4,fact,172,0.8629806637763977,0.9418851733207703,Triaxial,4.900051,97.37064051953809,82.75288233582384,0.037649258971214294,0.03340045362710953,0.0280387494713068,20251228_220922
temp_047,temporal,4,hallucination,148,0.9481731653213501,0.967130184173584,Spherical,4.758347,86.51030517470582,89.10417714169033,0.03675215318799019,0.034375786781311035,0.033041369169950485,20251228_220922
temp_048,temporal,2,fact,244,0.6261904239654541,0.6411815285682678,Triaxial,5.3141613,159.25911471554758,65.93635246531078,0.033854298293590546,0.013917968608438969,0.01327476091682911,20251228_220922
temp_048,temporal,2,hallucination,207,0.6363537907600403,0.6563339829444885,Triaxial,5.144707,133.54425365708414,64.91266936226408,0.037790585309267044,0.01627921313047409,0.015303151682019234,20251228_220922
temp_049,temporal,3,fact,191,0.7664530277252197,0.7921617031097412,Triaxial,5.0609603,122.61348110964992,65.83715514096826,0.03578938543796539,0.022458558902144432,0.02102448046207428,20251228_220922
temp_049,temporal,3,hallucination,249,0.7009549736976624,0.8003360033035278,Triaxial,5.3196664,157.43673282275176,66.88609835645646,0.031498976051807404,0.020176278427243233,0.01547663938254118,20251228_220922
temp_050,temporal,2,fact,705,0.7280569076538086,0.97355055809021,Triaxial,6.196135,329.1682633785151,79.1848118261515,0.019485998898744583,0.018468843773007393,0.010328882373869419,20251228_220922
temp_050,temporal,2,hallucination,742,0.7163740396499634,0.9578495621681213,Triaxial,6.236883,340.85742501456815,87.39740964947109,0.019390631467103958,0.017790434882044792,0.009951112791895866,20251228_220922
temp_051,temporal,4,fact,168,0.7013965249061584,0.9135382175445557,Triaxial,4.8705397,92.43695526877218,79.28532422727706,0.04569834843277931,0.03813764825463295,0.02248162217438221,20251228_220922
temp_051,temporal,4,hallucination,156,0.8308866024017334,0.9576410055160522,Triaxial,4.7743115,81.77829365833945,81.78689371305448,0.04604317992925644,0.04222510755062103,0.031786952167749405,20251228_220922
temp_052,temporal,3,fact,235,0.7742969989776611,0.8332562446594238,Triaxial,5.247938,145.73908872158108,70.61522909612539,0.030871324241161346,0.021434452384710312,0.018508467823266983,20251228_220922
temp_052,temporal,3,hallucination,264,0.8852003812789917,0.88744056224823,Triaxial,5.363823,161.5648649152408,72.17579236655965,0.02732507511973381,0.02151988074183464,0.02141137607395649,20251228_220922
temp_053,temporal,3,fact,186,0.7391745448112488,0.8164954781532288,Triaxial,5.0030107,108.96560737548641,64.44766423783996,0.04294929280877113,0.028632786124944687,0.02346659265458584,20251228_220922
temp_053,temporal,3,hallucination,155,0.845032811164856,0.8558252453804016,Triaxial,4.837461,96.71703879179483,67.71838892411586,0.03904613479971886,0.028598828241229057,0.027882078662514687,20251228_220922
temp_054,temporal,2,fact,238,0.6456326246261597,0.7703487873077393,Triaxial,5.2991056,160.48781606174245,66.8506787170739,0.03034253790974617,0.018006395548582077,0.012648030184209347,20251228_220922
temp_054,temporal,2,hallucination,153,0.8221220970153809,0.8434513211250305,Triaxial,4.828183,95.693774499758,70.7349994738301,0.04033179581165314,0.028692452237010002,0.027259644120931625,20251228_220922
temp_055,temporal,4,fact,180,0.7594855427742004,0.9129372835159302,Triaxial,4.9626527,105.53918952137646,65.73194122716116,0.03763136640191078,0.03136403113603592,0.021706460043787956,20251228_220922
temp_055,temporal,4,hallucination,170,0.8340070843696594,0.8488678336143494,Triaxial,4.949352,111.47432660221,65.61082082187698,0.03481976315379143,0.025090308859944344,0.024219509214162827,20251228_220922
temp_056,temporal,2,fact,528,0.8561124801635742,0.8931120038032532,Triaxial,5.967521,285.3138435494007,69.34001180596013,0.018607739359140396,0.014842445030808449,0.013638143427670002,20251228_220922
temp_056,temporal,2,hallucination,477,0.8844932317733765,0.9075256586074829,Triaxial,5.892969,266.5479602818832,70.96481960489247,0.019755888730287552,0.01627100631594658,0.015455592423677444,20251228_220922
temp_057,temporal,3,fact,136,0.8873230814933777,0.9167696237564087,Triaxial,4.6439505,71.62151544013084,72.37827956445349,0.05113498866558075,0.04297724738717079,0.040260735899209976,20251228_220922
temp_057,temporal,3,hallucination,162,0.605749785900116,0.8239694833755493,Triaxial,4.813169,81.1056343950635,60.565489093593136,0.05931255221366882,0.04026881605386734,0.021763721480965614,20251228_220922
temp_058,temporal,2,fact,678,0.9633304476737976,0.9772375226020813,Spherical,6.2331963,393.0227592561769,88.6870839310267,0.011180435307323933,0.010677237994968891,0.010375505313277245,20251228_220922
temp_058,temporal,2,hallucination,820,0.8858266472816467,0.9111372828483582,Triaxial,6.3786864,437.3309034063611,81.9951262111543,0.012626309879124165,0.010481998324394226,0.009907723404467106,20251228_220922
temp_059,temporal,4,fact,246,0.8476016521453857,0.9112088084220886,Triaxial,5.2701817,137.5969680882746,89.74926409744144,0.033949241042137146,0.028188109397888184,0.024390103295445442,20251228_220922
temp_059,temporal,4,hallucination,186,0.7045286297798157,0.8103882670402527,Triaxial,4.9901485,104.92752711899986,62.91819924079901,0.04502497985959053,0.029569219797849655,0.02234862931072712,20251228_220922
temp_060,temporal,3,fact,751,0.8294451236724854,0.9751303195953369,Triaxial,6.3040857,424.2883487939046,76.04999555155771,0.009509671479463577,0.009042547084391117,0.006542455870658159,20251228_220922
temp_060,temporal,3,hallucination,779,0.8643530011177063,0.9245519638061523,Triaxial,6.3570023,456.11445371968506,86.7880877791944,0.00831600558012724,0.007108490448445082,0.006212939042598009,20251228_220922
temp_061,temporal,3,fact,252,0.7789512872695923,0.9023719429969788,Triaxial,5.2980328,146.37922435038283,69.66727642874667,0.03186437115073204,0.025946365669369698,0.019334187731146812,20251228_220922
temp_061,temporal,3,hallucination,210,0.8781859874725342,0.9792794585227966,Triaxial,5.12343,129.5785967205596,69.48232590511107,0.026220005005598068,0.025144679471850395,0.020221147686243057,20251228_220922
temp_062,temporal,2,fact,591,0.9575513601303101,0.9797532558441162,Spherical,6.115347,347.3916701344707,86.42570780725184,0.013516953215003014,0.012975146993994713,0.01239375676959753,20251228_220922
temp_062,temporal,2,hallucination,597,0.9067376852035522,0.9907594323158264,Spherical,6.135109,359.5839052306784,83.53811742324345,0.012939618900418282,0.012701584957540035,0.01063860859721899,20251228_220922
temp_063,temporal,4,fact,158,0.7561438679695129,0.9067395925521851,Triaxial,4.88324,103.3701748647458,68.90279016524532,0.038990672677755356,0.03205722197890282,0.022293055430054665,20251228_220922
temp_063,temporal,4,hallucination,217,0.730853259563446,0.765685498714447,Triaxial,5.19369,139.29971205835966,62.58497562581271,0.03438185900449753,0.02015720121562481,0.018364951014518738,20251228_220922
temp_064,temporal,2,fact,801,0.6694062352180481,0.763994038105011,Triaxial,6.352874,424.7293820694195,79.00743334858969,0.0156730804592371,0.009148171171545982,0.007023182697594166,20251228_220922
temp_064,temporal,2,hallucination,679,0.7880023717880249,0.8024025559425354,Triaxial,6.2227,384.64420599715174,81.30134029500499,0.014776242896914482,0.009513682685792446,0.009175273589789867,20251228_220922
temp_065,temporal,3,fact,192,0.6872177124023438,0.7243881821632385,Triaxial,5.038,114.41648881674912,62.2262114939539,0.04198257997632027,0.02202986553311348,0.019827034324407578,20251228_220922
temp_065,temporal,3,hallucination,127,0.8181620240211487,0.9648331999778748,Triaxial,4.5820785,68.38309169290275,81.66697227052583,0.05071005970239639,0.047206152230501175,0.033944759517908096,20251228_220922
temp_066,temporal,2,fact,422,0.7775334119796753,0.9384707808494568,Triaxial,5.818375,268.50027646401225,75.80698356641157,0.01649452932178974,0.014527183026075363,0.009971900843083858,20251228_220922
temp_066,temporal,2,hallucination,444,0.7707271575927734,0.9150513410568237,Triaxial,5.8706536,283.7233113040043,75.27796911249673,0.01589541882276535,0.013309536501765251,0.009442202746868134,20251228_220922
temp_067,temporal,4,fact,196,0.7823455333709717,0.8696864247322083,Triaxial,5.079786,123.38341721932841,71.81799736419873,0.03507135063409805,0.026526369154453278,0.021465927362442017,20251228_220922
temp_067,temporal,4,hallucination,164,0.9629904627799988,0.9832483530044556,Spherical,4.8668604,95.4522462576296,81.94663346341477,0.03576355427503586,0.03457539528608322,0.033165354281663895,20251228_220922
temp_068,temporal,3,fact,280,0.7910056710243225,0.9250840544700623,Triaxial,5.4239216,175.51391417788926,71.51749805735471,0.024441612884402275,0.020916655659675598,0.015292873606085777,20251228_220922
temp_068,temporal,3,hallucination,186,0.8362948894500732,0.9911106824874878,Triaxial,5.038642,123.29763188984344,70.13225945693912,0.028088746592402458,0.027591591700911522,0.0196449663490057,20251228_220922
temp_069,temporal,3,fact,174,0.8247541189193726,0.9713940620422363,Triaxial,4.89654,93.83595728312049,85.37695112978508,0.040015626698732376,0.037759002298116684,0.02721939980983734,20251228_220922
temp_069,temporal,3,hallucination,212,0.8274906277656555,0.8729246854782104,Triaxial,5.105603,116.92435520118536,65.65673725374987,0.03863311558961868,0.029438335448503494,0.026453666388988495,20251228_220922
temp_070,temporal,2,fact,606,0.649006724357605,0.772375762462616,Triaxial,6.1059923,327.5002197873826,77.3010223807695,0.020109178498387337,0.011996420100331306,0.008470182307064533,20251228_220922
temp_070,temporal,2,hallucination,396,0.7076449990272522,0.805105447769165,Triaxial,5.7226806,221.76153622680388,75.93157557690044,0.026940610259771347,0.01746276393532753,0.013490818440914154,20251228_220922
temp_071,temporal,4,fact,141,0.8804680705070496,0.9406962394714355,Triaxial,4.7369723,88.33592058849668,73.4806614776054,0.03608306124806404,0.031930238008499146,0.027972456067800522,20251228_220922
temp_071,temporal,4,hallucination,146,0.8267999887466431,0.8411201238632202,Triaxial,4.7546453,87.03505519373752,71.14256448587896,0.04267468303442001,0.030191617086529732,0.02917233482003212,20251228_220922
temp_072,temporal,2,fact,546,0.8003401756286621,0.9106158018112183,Triaxial,5.987469,279.13035553345645,67.01105343934998,0.02111591398715973,0.017509762197732925,0.013525680638849735,20251228_220922
temp_072,temporal,2,hallucination,541,0.8585259318351746,0.9414333701133728,Triaxial,6.0000587,289.82608312450463,69.82165202432084,0.01925131306052208,0.01706238090991974,0.014189504086971283,20251228_220922
temp_073,temporal,3,fact,192,0.7005226612091064,0.9439765214920044,Triaxial,5.0299764,112.58244248752776,78.68400793047992,0.03802530840039253,0.03388403728604317,0.01866023801267147,20251228_220922
temp_073,temporal,3,hallucination,183,0.7794772982597351,0.938931941986084,Triaxial,4.9708834,105.08426443999144,83.3731839517815,0.03860756382346153,0.034036166965961456,0.023457370698451996,20251228_220922
temp_074,temporal,2,fact,723,0.8662871718406677,0.9337636828422546,Triaxial,6.2878165,417.5129108613726,76.35271247989596,0.011259699240326881,0.009817495942115784,0.00844988040626049,20251228_220922
temp_074,temporal,2,hallucination,730,0.8781811594963074,0.9002742171287537,Triaxial,6.297282,420.0732055795494,75.07560909899836,0.011672349646687508,0.009460365399718285,0.00900174118578434,20251228_220922
temp_075,temporal,4,fact,149,0.8651694059371948,0.8819526433944702,Triaxial,4.7602916,84.29145824452424,71.01242135416544,0.045760612934827805,0.035594455897808075,0.03425264731049538,20251228_220922
temp_075,temporal,4,hallucination,165,0.8607349395751953,0.965111494064331,Triaxial,4.8870792,100.34341267332022,89.15394954227799,0.035292647778987885,0.032872993499040604,0.02614707686007023,20251228_220922
temp_076,temporal,3,fact,215,0.7063676118850708,0.7830104827880859,Triaxial,5.188767,142.36990787359895,72.52580803818358,0.03201127052307129,0.019626280292868614,0.015972191467881203,20251228_220922
temp_076,temporal,3,hallucination,226,0.7162536382675171,0.791822075843811,Triaxial,5.223225,144.19243299886463,69.85243777397118,0.03233421593904495,0.020272977650165558,0.01658807322382927,20251228_220922
temp_077,temporal,3,fact,176,0.9747124314308167,0.9989890456199646,Spherical,4.92437,98.49180312358205,73.7382064951769,0.03428983688354492,0.03422053903341293,0.032577551901340485,20251228_220922
temp_077,temporal,3,hallucination,217,0.7953707575798035,0.9067065715789795,Triaxial,5.128133,117.21545485111923,66.00170993971017,0.039426784962415695,0.03241341933608055,0.024941960349678993,20251228_220922
temp_078,temporal,2,fact,582,0.6944451928138733,0.8232052326202393,Triaxial,6.087978,333.7403853947498,79.5368730571729,0.01743217743933201,0.01181321032345295,0.008406739681959152,20251228_220922
temp_078,temporal,2,hallucination,463,0.6498263478279114,0.8216837048530579,Triaxial,5.8774767,264.3569076269434,77.15971868068442,0.022783972322940826,0.01538291946053505,0.009621085599064827,20251228_220922
temp_079,temporal,4,fact,165,0.8482257127761841,0.8511923551559448,Triaxial,4.8705945,97.02550645779986,67.17080552378782,0.037086062133312225,0.02686990797519684,0.026682933792471886,20251228_220922
temp_079,temporal,4,hallucination,152,0.8766893148422241,0.9379650950431824,Triaxial,4.785943,89.10467789940348,78.26644594100341,0.03826494142413139,0.03366467356681824,0.029409823939204216,20251228_220922
temp_080,temporal,2,fact,600,0.7786271572113037,0.8596173524856567,Triaxial,6.0895095,324.0681771036651,67.61195665302486,0.017556803300976753,0.012973461300134659,0.010643993504345417,20251228_220922
temp_080,temporal,2,hallucination,593,0.916102945804596,0.9371943473815918,Spherical,6.0737267,313.7790872006861,71.29287271354296,0.01688862033188343,0.014833837747573853,0.014173685573041439,20251228_220922
temp_081,temporal,3,fact,208,0.7657093405723572,0.8855796456336975,Triaxial,5.0465612,103.51857965855312,87.26458481431669,0.04250476881861687,0.03333441913127899,0.024921007454395294,20251228_220922
temp_081,temporal,3,hallucination,160,0.8656094074249268,0.9177144765853882,Triaxial,4.7748685,78.28544559632049,74.2815555774479,0.047837063670158386,0.04028836637735367,0.03584333509206772,20251228_220922
temp_082,temporal,2,fact,562,0.9078887701034546,0.927824079990387,Spherical,6.0778003,340.32022471428826,76.83913280179608,0.013754763640463352,0.011840892024338245,0.011337529867887497,20251228_220922
temp_082,temporal,2,hallucination,572,0.9340913891792297,0.941573977470398,Spherical,6.096494,349.0250428133857,77.89606245358581,0.012803232297301292,0.011350855231285095,0.011171162128448486,20251228_220922
temp_083,temporal,4,fact,180,0.8395053148269653,0.9023975729942322,Triaxial,4.9597816,104.60267494837113,68.81714589383941,0.03779226168990135,0.030775045976042747,0.02663482166826725,20251228_220922
temp_083,temporal,4,hallucination,175,0.8700671195983887,0.9204891324043274,Triaxial,4.9478874,107.23784942332342,69.30699728313257,0.03477131947875023,0.02946174331009388,0.026322470977902412,20251228_220922
temp_084,temporal,3,fact,295,0.7111784815788269,0.8667298555374146,Triaxial,5.4634056,176.23119111516507,69.19589758121126,0.02931944653391838,0.022025374695658684,0.014829038642346859,20251228_220922
temp_084,temporal,3,hallucination,293,0.7274460196495056,0.8485670685768127,Triaxial,5.459894,176.5133910871187,69.38216543648974,0.02902890183031559,0.0209027286618948,0.015361448749899864,20251228_220922
temp_085,temporal,3,fact,155,0.764213502407074,0.7896258234977722,Triaxial,4.8020267,89.33927751831641,67.86002868741157,0.04625329375267029,0.028839344158768654,0.027012957260012627,20251228_220922
temp_085,temporal,3,hallucination,123,0.9585039615631104,0.9873173832893372,Spherical,4.522026,62.38614103340732,89.58577555460583,0.048233576118946075,0.04701787605881691,0.04431362822651863,20251228_220922
temp_086,temporal,2,fact,705,0.6981548070907593,0.8965330719947815,Triaxial,6.184527,319.2362717224266,79.58242368035968,0.02180136926472187,0.017523320391774178,0.010626425966620445,20251228_220922
temp_086,temporal,2,hallucination,680,0.7091413736343384,0.9334195852279663,Triaxial,6.158241,313.20896661449365,82.0552513721154,0.02134169638156891,0.018594425171613693,0.010732345283031464,20251228_220922
temp_087,temporal,4,fact,170,0.832383930683136,0.8862224221229553,Triaxial,4.9382243,109.34597458216051,63.89379326804189,0.033429376780986786,0.026255104690790176,0.023161975666880608,20251228_220922
temp_087,temporal,4,hallucination,131,0.8836974501609802,0.9665865302085876,Triaxial,4.6644197,81.57934139128056,86.88455242792742,0.03992246836423874,0.03729914501309395,0.031176302582025528,20251228_220922
temp_088,temporal,2,fact,640,0.6585837006568909,0.8744373321533203,Triaxial,6.1777153,366.91223996613087,79.09693720912944,0.015702249482274055,0.012006578035652637,0.006810576189309359,20251228_220922
temp_088,temporal,2,hallucination,688,0.660767138004303,0.8578228950500488,Triaxial,6.2409277,392.5595421297227,80.2029202681042,0.014497355557978153,0.01066802628338337,0.006329737603664398,20251228_220922
temp_089,temporal,3,fact,170,0.8562684059143066,0.9520113468170166,Triaxial,4.9350786,106.97680857196721,84.19690455731232,0.03459594026207924,0.03135518729686737,0.025365591049194336,20251228_220922
temp_089,temporal,3,hallucination,267,0.7144134640693665,0.8118368983268738,Triaxial,5.3716455,159.0584222745826,65.3415353558131,0.03308328613638878,0.021804507821798325,0.016885267570614815,20251228_220922
temp_090,temporal,2,fact,588,0.8724343776702881,0.9234988689422607,Triaxial,6.1036572,335.6331111947222,81.0591146716105,0.016155337914824486,0.013778083957731724,0.012296503409743309,20251228_220922
