sample_id,domain,complexity,l5_fact_l0_norm,l5_fact_reconstruction_error,l5_fact_gini,l5_fact_sphericity,l5_fact_shape_class,l5_fact_dimensionality,l5_hall_l0_norm,l5_hall_reconstruction_error,l5_hall_gini,l5_hall_sphericity,l5_hall_shape_class,l5_hall_dimensionality,l12_fact_l0_norm,l12_fact_reconstruction_error,l12_fact_gini,l12_fact_sphericity,l12_fact_shape_class,l12_fact_dimensionality,l12_hall_l0_norm,l12_hall_reconstruction_error,l12_hall_gini,l12_hall_sphericity,l12_hall_shape_class,l12_hall_dimensionality,l20_fact_l0_norm,l20_fact_reconstruction_error,l20_fact_gini,l20_fact_sphericity,l20_fact_shape_class,l20_fact_dimensionality,l20_hall_l0_norm,l20_hall_reconstruction_error,l20_hall_gini,l20_hall_sphericity,l20_hall_shape_class,l20_hall_dimensionality,centroid_drift_fact,centroid_drift_hall,centroid_drift_diff,axis_twist_fact,axis_twist_hall,axis_twist_diff,stability_fact,stability_hall,stability_diff,entropy_fact,entropy_hall,entropy_diff,cross_layer_consistency_fact,cross_layer_consistency_hall,cross_layer_consistency_diff,run_id
geo_011,entity,3,1060,131.3580780029297,0.25112277788124593,0.7795543670654297,Triaxial,489.04792065803974,1038,130.80088806152344,0.24926138536688902,0.7803279757499695,Triaxial,482.45724218671796,1421,321.73468017578125,0.2408269731550623,0.8445584177970886,Triaxial,671.115821738584,1411,316.603271484375,0.24114881578001834,0.8432742953300476,Triaxial,667.4568205054535,1107,515.5987548828125,0.20905614132447536,0.7091699242591858,Triaxial,602.2313125683985,1072,503.14788818359375,0.2091269149611834,0.6840364933013916,Triaxial,586.4504369724972,6.705486473424731,7.615199630722655,0.909713157297924,0.7499100367917888,1.134359414336674,0.3844493775448852,1.0,1.0,0.0,3.705359935760498,3.704601287841797,-0.0007586479187011719,0.06119564175605774,0.057845309376716614,0.0033503323793411255,20251229_021806
geo_012,entity,4,408,110.9346923828125,0.23755090330518058,0.6739242076873779,Triaxial,269.3884991091378,1034,131.13717651367188,0.25447338839015465,0.7812371253967285,Triaxial,476.68774915843363,992,206.022216796875,0.2112843480567521,0.9679551720619202,Spherical,562.7314375802047,1495,351.39593505859375,0.24647332647356945,0.8342707753181458,Triaxial,684.7327672552059,946,435.94805908203125,0.19518813291620152,0.6953193545341492,Triaxial,555.953121270051,1236,559.266357421875,0.20416272274075964,0.7559459209442139,Triaxial,655.3814815555751,79.46562944869055,8.675977425044293,-70.78965202364625,61.68376951348358,0.7636142613041579,-60.92015525217943,0.8181818181818182,1.0,-0.18181818181818177,3.848235607147217,3.70922589302063,-0.13900971412658691,0.04047626629471779,0.06712359189987183,-0.026647325605154037,20251229_021806
geo_013,entity,2,1020,128.5175018310547,0.24910496366414003,0.7751883268356323,Triaxial,471.9484493656937,1021,127.01243591308594,0.2525127204040434,0.7756252884864807,Triaxial,470.3809849509139,1361,308.9364318847656,0.24017824772030472,0.8295044302940369,Triaxial,652.0042317729078,1369,308.6293640136719,0.2379300601736145,0.8299346566200256,Triaxial,655.6843916018152,1298,608.4269409179688,0.21040707976099093,0.7139893174171448,Triaxial,674.7708392303615,1189,549.0839233398438,0.20400387395129949,0.7058026194572449,Triaxial,639.7611485817374,8.975180003468912,6.449747115228905,-2.5254328882400072,1.237330004747629,0.3322024604772824,-0.9051275442703466,1.0,1.0,0.0,3.6935932636260986,3.6968419551849365,0.0032486915588378906,0.06948363780975342,0.06617814302444458,0.003305494785308838,20251229_021806
geo_014,entity,3,1036,129.9980926513672,0.25173588657100887,0.7765710949897766,Triaxial,478.82447763825087,1059,132.85626220703125,0.2491632495095748,0.7842685580253601,Triaxial,491.89347361100744,1402,317.5027160644531,0.24118034843236824,0.8404137492179871,Triaxial,668.2942869369701,1463,337.9139404296875,0.24632624369650613,0.792408287525177,Triaxial,672.7620686234577,1101,511.9668273925781,0.2024842873093622,0.6789811253547668,Triaxial,605.0491118252271,1184,519.210205078125,0.20168874746830845,0.6963391900062561,Triaxial,636.6103417418541,6.034326596605864,16.633913416007147,10.599586819401281,0.7105183853589107,2.1871329847407606,1.47661459938185,1.0,1.0,0.0,3.705176830291748,3.7152109146118164,0.01003408432006836,0.06292121857404709,0.06599496304988861,-0.003073744475841522,20251229_021806
geo_015,entity,2,1003,125.70779418945312,0.2536451478954638,0.7763620018959045,Triaxial,464.6098224914579,1027,129.6046142578125,0.25424228802396875,0.7876001596450806,Triaxial,476.00316542812556,1364,309.8341064453125,0.23833681286847463,0.8326655030250549,Triaxial,656.5053618902311,1403,318.6157531738281,0.23969123604920894,0.8316317200660706,Triaxial,667.7527661536287,1095,493.91455078125,0.20711637244283665,0.6547709703445435,Triaxial,602.7896984834185,1089,491.0209655761719,0.20610898739662709,0.6668238639831543,Triaxial,603.3414531394349,7.1724444075757265,8.231989770829257,1.0595453632535303,0.38765386898692206,3.5568836608420575,3.1692297918551353,1.0,0.8181818181818182,0.18181818181818177,3.699641466140747,3.7063379287719727,0.006696462631225586,0.059298980981111526,0.06768807023763657,-0.00838908925652504,20251229_021806
geo_016,entity,3,1066,134.7670440673828,0.2520329298484305,0.7821077108383179,Triaxial,495.4812406477776,1019,130.00918579101562,0.25019982651445805,0.7792893648147583,Triaxial,477.80896596743685,1695,383.1473388671875,0.2457430990772722,0.8416251540184021,Triaxial,727.2572788671072,1455,326.00262451171875,0.24311995949874876,0.8292732238769531,Triaxial,671.826861384906,1245,562.3092651367188,0.19763660196329358,0.7746085524559021,Triaxial,665.9169331106062,1074,483.5770568847656,0.20154788176605698,0.6884862184524536,Triaxial,590.0865987275408,14.42435348936608,7.890209562280678,-6.5341439270854025,3.159386772254198,1.0087184515454037,-2.150668320708794,1.0,1.0,0.0,3.720485210418701,3.710991382598877,-0.009493827819824219,0.08521313965320587,0.0718950629234314,0.013318076729774475,20251229_021806
geo_017,entity,2,997,128.3878631591797,0.25047549535286984,0.7730499505996704,Triaxial,462.63466427681,1003,126.43614196777344,0.25134899498346663,0.7738679051399231,Triaxial,464.6635163575143,1429,317.403564453125,0.23766075988107738,0.8267256617546082,Triaxial,673.960325790878,1428,316.2379150390625,0.23932347227705741,0.8586433529853821,Triaxial,674.8715372640143,1128,513.1154174804688,0.20872377713923518,0.7074039578437805,Triaxial,621.4078150874888,1158,514.3698120117188,0.20878230536745845,0.6939442753791809,Triaxial,634.3654780934102,5.943562072456629,5.8177669748490555,-0.12579509760757368,0.43295870135479414,0.9259842449944816,0.4930255436396875,1.0,1.0,0.0,3.699007749557495,3.698155164718628,-0.0008525848388671875,0.058959778398275375,0.06056918203830719,-0.0016094036400318146,20251229_021806
geo_018,entity,3,1018,128.0209197998047,0.2506689603520824,0.7738150358200073,Triaxial,472.2977743023213,1011,127.2083511352539,0.2502306660669611,0.7712793946266174,Triaxial,469.71532606694393,1464,328.6463928222656,0.24219439767029338,0.8234935402870178,Triaxial,679.8561798783061,1411,311.88409423828125,0.23936116324092693,0.8045573234558105,Triaxial,664.9735006696286,1132,534.680908203125,0.21259651447950323,0.7157045006752014,Triaxial,616.7591201774084,1041,486.3199462890625,0.21314193785096847,0.6499271392822266,Triaxial,570.7840392257932,7.088642418207636,8.052349211250723,0.9637067930430874,0.46140076009492326,0.8871316131772008,0.42573085308227754,1.0,1.0,0.0,3.705915689468384,3.703657627105713,-0.0022580623626708984,0.05785731226205826,0.059941161423921585,-0.002083849161863327,20251229_021806
geo_019,entity,2,1038,129.4444580078125,0.2530592900188502,0.7716237902641296,Triaxial,478.0342600095277,996,126.60604095458984,0.250055681796423,0.7758468389511108,Triaxial,462.77417109691726,1459,328.93377685546875,0.24141148003905832,0.8518796563148499,Triaxial,679.3664181777731,1399,307.5074768066406,0.2385182796141061,0.8402222394943237,Triaxial,665.0120739789053,1073,496.759033203125,0.20519660327122824,0.674571692943573,Triaxial,594.2854575710903,1048,482.3276672363281,0.2042536269079771,0.7240179777145386,Triaxial,589.7119126499722,7.405547445775388,7.4286161100386465,0.02306866426325893,0.34548425510700487,0.5337586698693221,0.1882744147623172,0.8181818181818182,1.0,-0.18181818181818177,3.7018916606903076,3.6982600688934326,-0.003631591796875,0.05352679267525673,0.05595388263463974,-0.002427089959383011,20251229_021806
geo_020,entity,3,1030,126.98287963867188,0.2523081617755518,0.7763067483901978,Triaxial,473.0652894805338,1002,126.70272827148438,0.25147033158918264,0.7778872847557068,Triaxial,464.60047677900695,1474,342.6497802734375,0.24025426544391304,0.8400922417640686,Triaxial,685.0589370178704,1437,329.68609619140625,0.23815623993868762,0.8294321298599243,Triaxial,678.630699197928,1199,541.3318481445312,0.2087694866313663,0.7061493992805481,Triaxial,647.5823168841592,1243,564.1862182617188,0.20508152655086098,0.7345892190933228,Triaxial,673.3539058223448,6.879569791102067,8.520072196299829,1.6405024051977621,0.20747905542313175,0.6552142927578767,0.44773523733474496,1.0,1.0,0.0,3.701327323913574,3.700214147567749,-0.0011131763458251953,0.059140704572200775,0.06550225615501404,-0.006361551582813263,20251229_021806
lit_001,entity,2,1017,127.90254974365234,0.249494221567357,0.7737418413162231,Triaxial,473.42804397038594,1045,132.18260192871094,0.25154308499590106,0.776430070400238,Triaxial,481.84392116783295,1454,330.2762451171875,0.2402563696858937,0.8322904109954834,Triaxial,677.1561620622692,1481,333.3360900878906,0.24291470141736027,0.8484183549880981,Triaxial,682.9605397387976,1255,558.5774536132812,0.2083358668410189,0.7048596739768982,Triaxial,669.2199294447964,1217,546.9776611328125,0.20405756600064473,0.6871217489242554,Triaxial,651.1733734921261,7.754460665579771,11.114252599712783,3.3597919341330122,0.3588197513886266,1.5546930226379596,1.195873271249333,1.0,1.0,0.0,3.7055251598358154,3.7079553604125977,0.0024302005767822266,0.07257582247257233,0.07740840315818787,-0.0048325806856155396,20251229_021806
