sample_id,domain,complexity,l5_fact_l0_norm,l5_fact_reconstruction_error,l5_fact_gini,l5_fact_sphericity,l5_fact_shape_class,l5_fact_dimensionality,l5_hall_l0_norm,l5_hall_reconstruction_error,l5_hall_gini,l5_hall_sphericity,l5_hall_shape_class,l5_hall_dimensionality,l12_fact_l0_norm,l12_fact_reconstruction_error,l12_fact_gini,l12_fact_sphericity,l12_fact_shape_class,l12_fact_dimensionality,l12_hall_l0_norm,l12_hall_reconstruction_error,l12_hall_gini,l12_hall_sphericity,l12_hall_shape_class,l12_hall_dimensionality,l20_fact_l0_norm,l20_fact_reconstruction_error,l20_fact_gini,l20_fact_sphericity,l20_fact_shape_class,l20_fact_dimensionality,l20_hall_l0_norm,l20_hall_reconstruction_error,l20_hall_gini,l20_hall_sphericity,l20_hall_shape_class,l20_hall_dimensionality,centroid_drift_fact,centroid_drift_hall,centroid_drift_diff,axis_twist_fact,axis_twist_hall,axis_twist_diff,stability_fact,stability_hall,stability_diff,entropy_fact,entropy_hall,entropy_diff,cross_layer_consistency_fact,cross_layer_consistency_hall,cross_layer_consistency_diff,run_id
temp_013,temporal,2,1081,132.4915771484375,0.24682849927345352,0.7773133516311646,Triaxial,500.75992194899055,1083,132.8775177001953,0.24701293884782527,0.7769611477851868,Triaxial,500.6737847448035,1638,375.811279296875,0.2447262474022891,0.8456906080245972,Triaxial,719.1477407391591,1593,368.55267333984375,0.24248800253947955,0.8489565253257751,Triaxial,709.1561010366659,1469,658.5224609375,0.20849148913504734,0.7510851621627808,Triaxial,732.5420024324133,1483,659.6650390625,0.20957622978736712,0.7424588799476624,Triaxial,737.3326205896739,22.032375516742874,22.167590872246894,0.13521535550401964,2.912956923220661,2.8936058969826544,-0.019351026238006774,1.0,1.0,0.0,3.712693691253662,3.7122325897216797,-0.0004611015319824219,0.0793672576546669,0.080002062022686,-0.000634804368019104,20251229_021806
temp_014,temporal,3,1067,133.03799438476562,0.24974868931976957,0.7795429229736328,Triaxial,492.9539192312293,1087,134.15724182128906,0.25146792564968123,0.7756432890892029,Triaxial,498.1154137008208,1585,374.95050048828125,0.24308545929025205,0.8482893705368042,Triaxial,706.7790304378742,1604,377.1147766113281,0.24311989442785897,0.8441981673240662,Triaxial,709.8730492149487,1142,538.9517211914062,0.20311929398180628,0.7071715593338013,Triaxial,624.8171412092638,1256,582.3168334960938,0.20811880131489535,0.7242382168769836,Triaxial,671.9998579280299,21.68952219105542,22.09711297507085,0.40759078401542936,2.4800976486926443,2.367859360502449,-0.11223828819019532,1.0,1.0,0.0,3.720391035079956,3.72105073928833,0.0006597042083740234,0.06907239556312561,0.07243071496486664,-0.003358319401741028,20251229_021806
temp_015,temporal,4,1126,140.13148498535156,0.25267254222568303,0.7601540684700012,Triaxial,507.8344149865023,1162,143.12950134277344,0.2530301063284588,0.7760165333747864,Triaxial,520.7196050781315,1464,339.5191345214844,0.24165529831927768,0.789297878742218,Triaxial,672.7188183813657,1508,348.3725891113281,0.245740089312386,0.7875957489013672,Triaxial,681.0735482176289,1122,519.2601928710938,0.19702653311960971,0.7264624834060669,Triaxial,607.313974904602,1091,512.6629638671875,0.1994318643796653,0.7428974509239197,Triaxial,598.1790981226783,28.111163594944927,26.64998073019494,-1.4611828647499863,20.71335348627522,14.363466540796066,-6.349886945479154,1.0,1.0,0.0,3.7303171157836914,3.72642183303833,-0.003895282745361328,0.06901004165410995,0.06838059425354004,0.0006294474005699158,20251229_021806
temp_016,temporal,3,1031,133.37246704101562,0.2459857626573172,0.7676696181297302,Triaxial,484.68332263546716,1023,133.21484375,0.24560896174533942,0.7667534351348877,Triaxial,482.72347005425996,1595,362.6976623535156,0.24324296953919133,0.7877268195152283,Triaxial,703.5170997120886,1609,366.6403503417969,0.24285373914994857,0.7921234369277954,Triaxial,707.0784574278107,1611,773.012451171875,0.21300706501178346,0.8604609370231628,Triaxial,769.1830860474084,1571,737.751220703125,0.20966285398618734,0.8560028076171875,Triaxial,760.7406123209429,24.628202686538337,24.574215803824643,-0.05398688271369423,10.909647602794745,11.487033094384373,0.5773854915896273,1.0,1.0,0.0,3.72636079788208,3.726383686065674,0.00002288818359375,0.08339964598417282,0.08249334990978241,0.0009062960743904114,20251229_021806
temp_017,temporal,3,1083,134.85440063476562,0.24952705586108026,0.7810092568397522,Triaxial,499.72606070333734,1081,135.2854461669922,0.2493783520376356,0.7801818251609802,Triaxial,498.6448361216805,1564,367.2545471191406,0.24334065719197495,0.8430423736572266,Triaxial,696.9189329440545,1537,360.4863586425781,0.2426145453773061,0.8409000635147095,Triaxial,690.7750540753285,1363,602.1390991210938,0.2003855804432504,0.6922216415405273,Triaxial,706.6252559226813,1347,589.720947265625,0.19942843586073145,0.664566159248352,Triaxial,700.0146568205178,21.55795413804705,21.82113432192763,0.2631801838805785,2.0812129208217245,2.4159746119760146,0.3347616911542901,0.8181818181818182,1.0,-0.18181818181818177,3.7196743488311768,3.719120979309082,-0.0005533695220947266,0.07852953672409058,0.07605652511119843,0.002473011612892151,20251229_021806
temp_018,temporal,2,1068,128.800048828125,0.24289307155175277,0.7950118184089661,Triaxial,499.14052393387897,1090,130.59339904785156,0.2440515061523889,0.7952609062194824,Triaxial,505.91054398556867,1535,347.46527099609375,0.2446045340753018,0.8669605255126953,Triaxial,694.1463431255894,1552,353.8199462890625,0.24532771224336325,0.8649802207946777,Triaxial,697.626663474428,1292,566.8015747070312,0.20135307368233724,0.7560527920722961,Triaxial,679.6655487290226,1373,615.2125854492188,0.2065630347379901,0.7921362519264221,Triaxial,700.9448313689879,21.050396309366466,20.99298958149262,-0.05740672787384682,2.3532663350616714,2.717933789064659,0.3646674540029875,1.0,1.0,0.0,3.7203314304351807,3.7220499515533447,0.0017185211181640625,0.07349798083305359,0.07589258253574371,-0.0023946017026901245,20251229_021806
temp_019,temporal,4,1089,135.19085693359375,0.2502498015518426,0.7465535998344421,Triaxial,495.9066364403875,1094,135.35263061523438,0.2527748460875714,0.7458728551864624,Triaxial,492.3986695490355,1463,341.87603759765625,0.2440256579211435,0.8222135305404663,Triaxial,665.097853697704,1454,334.46826171875,0.2417092599485986,0.8224055767059326,Triaxial,664.6955428166627,1284,583.2186279296875,0.2118309096691311,0.7089083194732666,Triaxial,664.8828666026666,1162,533.3622436523438,0.206664378867095,0.6772722005844116,Triaxial,621.3990429904433,27.270948301870373,27.85178461295195,0.5808363110815762,19.42764090082426,24.9050150655021,5.477374164677837,1.0,0.8181818181818182,0.18181818181818177,3.7216081619262695,3.7184252738952637,-0.0031828880310058594,0.07898121327161789,0.0758533626794815,0.003127850592136383,20251229_021806
temp_020,temporal,3,1100,139.2134552001953,0.24507367370356548,0.7524991631507874,Triaxial,511.45394449099354,1084,139.0461883544922,0.24537070953136886,0.7491968274116516,Triaxial,505.91510134109257,1425,322.8543701171875,0.24384863703920878,0.8019390106201172,Triaxial,666.7753673731262,1401,319.82586669921875,0.2420369061441976,0.8026020526885986,Triaxial,663.9037102581814,1840,838.95654296875,0.2109871312324072,0.8427510857582092,Triaxial,854.4796608075906,1768,796.3163452148438,0.21090871034106584,0.8657547831535339,Triaxial,834.0291441449251,24.28977907330578,24.61340651701957,0.3236274437137894,18.217915742323207,18.895512547703603,0.6775968053803965,1.0,1.0,0.0,3.7442126274108887,3.7446398735046387,0.00042724609375,0.09732279181480408,0.09090539813041687,0.006417393684387207,20251229_021806
temp_021,temporal,3,1077,135.08970642089844,0.25336423212922066,0.7742735743522644,Triaxial,492.4298094068719,1083,135.81211853027344,0.2536904474489714,0.7739648222923279,Triaxial,494.6841403172601,1680,388.3174743652344,0.24768995867436816,0.8263043165206909,Triaxial,716.9604517345916,1735,402.6856384277344,0.24799881445126815,0.8309226632118225,Triaxial,727.3597022612182,1780,803.8320922851562,0.22321257927251947,0.8240240812301636,Triaxial,815.3813550175748,1759,803.5656127929688,0.2194454072756955,0.8207539916038513,Triaxial,811.5710836029426,27.53302959284539,27.42937581601719,-0.10365377682820309,11.125762287216656,11.404029101095933,0.2782668138792772,1.0,1.0,0.0,3.723374605178833,3.7239060401916504,0.0005314350128173828,0.09198126196861267,0.09042978286743164,0.0015514791011810303,20251229_021806
temp_022,temporal,2,1043,128.83236694335938,0.24884010971481763,0.7779895663261414,Triaxial,485.5042521738339,1047,128.80105590820312,0.24899872606738627,0.7775341868400574,Triaxial,487.0712614658966,1440,327.7053527832031,0.240472589882464,0.8391423225402832,Triaxial,669.55826588794,1454,331.2006530761719,0.24214931933434403,0.8394874930381775,Triaxial,672.3882908273832,1185,533.1829223632812,0.2044127096563082,0.7141225934028625,Triaxial,637.0367567973343,1166,528.4904174804688,0.20525863611455453,0.7079739570617676,Triaxial,626.978302636342,17.60525931052491,17.467231494126086,-0.1380278163988251,0.7717707089493849,0.46182464925831734,-0.3099460596910676,1.0,1.0,0.0,3.7134485244750977,3.712914228439331,-0.0005342960357666016,0.061587750911712646,0.060699086636304855,0.0008886642754077911,20251229_021806
temp_023,temporal,4,1090,134.80250549316406,0.24917869405592907,0.7679571509361267,Triaxial,496.06731902585943,1069,133.6634063720703,0.24819226423360363,0.7687202095985413,Triaxial,489.14579791676454,1598,373.1900939941406,0.24404303791756798,0.8621684312820435,Triaxial,709.8603343959676,1670,385.0107421875,0.24774473456717683,0.8603396415710449,Triaxial,725.2912615882321,1302,599.20703125,0.2113668888702409,0.694545567035675,Triaxial,683.7681906459247,1334,606.4713745117188,0.21050714237010482,0.709195077419281,Triaxial,693.6996616478563,21.63962400988236,21.921545500554544,0.28192149067218253,2.731869847826662,1.805477505758913,-0.9263923420677489,1.0,1.0,0.0,3.7096898555755615,3.708442211151123,-0.0012476444244384766,0.07958744466304779,0.07797742635011673,0.0016100183129310608,20251229_021806
temp_024,temporal,2,593,136.5579376220703,0.27302847397680985,0.7151443958282471,Triaxial,314.3090309960742,598,141.1186065673828,0.2851873249070982,0.8579102754592896,Triaxial,310.0628059864802,823,192.09353637695312,0.20834774287554114,0.8806673288345337,Triaxial,498.61104222046174,758,180.84140014648438,0.20812102444928482,0.8479633927345276,Triaxial,468.1750738154562,565,325.969482421875,0.19557597578225772,0.5397829413414001,Triaxial,346.9355544303283,667,344.7983703613281,0.19527539486060208,0.5643705725669861,Triaxial,406.9487523755759,85.09029305793305,84.04170871120601,-1.04858434672704,51.78695403223734,56.85812907337503,5.071175041137693,1.0,1.0,0.0,3.794830083847046,3.7837469577789307,-0.011083126068115234,0.03607841208577156,0.04362380504608154,-0.007545392960309982,20251229_021806
temp_025,temporal,3,1046,131.22564697265625,0.24953856309265587,0.7818760275840759,Triaxial,486.1048349415628,1054,131.9521484375,0.2494358986000158,0.7802883386611938,Triaxial,488.95163188210154,1635,378.2626953125,0.24271498470818798,0.8490481972694397,Triaxial,713.5204690764399,1663,383.64056396484375,0.24449687525057207,0.8539902567863464,Triaxial,719.8025080344776,1273,556.5184326171875,0.1993167368181794,0.6852585673332214,Triaxial,665.0553311764213,1286,564.6480712890625,0.19865357871637945,0.6951132416725159,Triaxial,670.9035023630513,21.938023395831713,22.165318961813586,0.22729556598187273,3.668851056487778,3.982953248541785,0.314102192054007,1.0,0.8181818181818182,0.18181818181818177,3.713210344314575,3.7149717807769775,0.0017614364624023438,0.0727216899394989,0.07271253317594528,9.156763553619385e-6,20251229_021806
